drug,cell_line_id,n_cells
Peretinoin,CVCL_0179,2335
Trifluridine,CVCL_1239,2334
Methylprednisolone succinate,CVCL_0179,2333
BI-78D3,CVCL_0292,2333
Bexarotene,CVCL_1724,2332
CP21R7,CVCL_1666,2332
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0397,2332
Ixazomib citrate,CVCL_1666,2332
Penfluridol,CVCL_0131,2331
NG25,CVCL_0218,2330
Voriconazole,CVCL_1724,2330
AZD1390,CVCL_1055,2329
Lidocaine (hydrochloride),CVCL_0428,2329
Rapamycin,CVCL_0099,2328
Volasertib,CVCL_0366,2328
Clofarabine,CVCL_1666,2327
Gefitinib,CVCL_1125,2327
Mitoxantrone (dihydrochloride),CVCL_0334,2327
Pitavastatin (Calcium),CVCL_1056,2326
AZD-7648,CVCL_1666,2326
Pitavastatin (Calcium),CVCL_1381,2325
Flumatinib (mesylate),CVCL_0028,2324
Doxorubicin (hydrochloride),CVCL_1097,2324
Nimesulide,CVCL_0366,2324
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1055,2324
IQ 1,CVCL_1098,2324
Decitabine,CVCL_1666,2323
Rosiglitazone,CVCL_0179,2323
Cobimetinib,CVCL_1478,2323
LY-2584702 (tosylate salt),CVCL_0131,2323
Dihydroartemisinin,CVCL_1239,2322
Celecoxib,CVCL_1094,2322
Benztropine (mesylate),CVCL_1724,2321
Ponatinib,CVCL_1098,2320
Penfluridol,CVCL_0218,2320
Bosentan (hydrate),CVCL_0218,2319
Celecoxib,CVCL_0218,2319
Clotrimazole,CVCL_0099,2319
Furosemide,CVCL_0099,2319
Erythromycin,CVCL_0366,2319
Procainamide (hydrochloride),CVCL_1731,2318
Lidocaine (hydrochloride),CVCL_0218,2318
Monocrotaline,CVCL_1094,2317
Imiquimod (maleate),CVCL_1495,2317
ERK5-IN-2,CVCL_0069,2315
Perindopril (erbumine),CVCL_1125,2315
Nafamostat (mesylate),CVCL_0179,2314
Pemetrexed,CVCL_0218,2314
Ralimetinib dimesylate,CVCL_1098,2314
Pexidartinib (hydrochloride),CVCL_1098,2313
Estrone sulfate (potassium),CVCL_0179,2313
Clofarabine,CVCL_1097,2313
Cepharanthine,CVCL_0334,2313
Altretamine,CVCL_0179,2312
NG25,CVCL_0179,2311
Bortezomib,CVCL_0359,2311
Lapatinib ditosylate,CVCL_1239,2311
Rifaximin,CVCL_0179,2311
Silodosin,CVCL_0218,2311
Aprepitant,CVCL_0179,2310
CP21R7,CVCL_0179,2310
XRK3F2,CVCL_1495,2310
Loperamide (hydrochloride),CVCL_1098,2308
Medroxyprogesterone acetate,CVCL_1724,2308
Citalopram (hydrobromide),CVCL_1098,2308
vincristine,CVCL_1097,2307
Verteporfin,CVCL_C466,2306
Mozavaptan,CVCL_1547,2306
Darolutamide,CVCL_1724,2305
Meloxicam,CVCL_0179,2305
Menadione,CVCL_1478,2305
Penfluridol,CVCL_1094,2305
RMC-6236,CVCL_0099,2305
Imiquimod (maleate),CVCL_0023,2305
LY2090314,CVCL_1724,2305
5-Azacytidine,CVCL_0366,2304
Ixazomib,CVCL_0334,2304
Tomivosertib,CVCL_0334,2303
Penfluridol,CVCL_1666,2302
Asciminib,CVCL_0179,2302
venetoclax,CVCL_0334,2302
Clotrimazole,CVCL_1239,2302
Cytarabine (hydrochloride),CVCL_0366,2301
Rutin (trihydrate),CVCL_1098,2301
Imiquimod (hydrochloride),CVCL_0179,2301
Temuterkib,CVCL_0069,2300
Volasertib,CVCL_1724,2299
Pimozide,CVCL_1094,2299
TAK-733,CVCL_1495,2299
Ligustrazine,CVCL_0179,2299
Digitoxin,CVCL_1666,2298
LY-2584702 (tosylate salt),CVCL_1478,2297
Cobimetinib,CVCL_1094,2297
Sulfatinib,CVCL_1239,2297
NG25,CVCL_1098,2296
AZD2858,CVCL_1119,2295
GSK1059615,CVCL_0334,2295
5-Azacytidine,CVCL_1517,2295
TAK-733,CVCL_0292,2293
4EGI-1,CVCL_1724,2293
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0131,2293
Decitabine,CVCL_1517,2292
Posaconazole,CVCL_1098,2292
crizotinib,CVCL_1517,2292
Capivasertib,CVCL_0334,2292
Clofarabine,CVCL_0131,2292
Tucatinib,CVCL_1693,2292
Alpelisib,CVCL_1094,2292
Ferulic acid,CVCL_0332,2291
Clobetasol propionate,CVCL_0179,2291
Pemigatinib,CVCL_1056,2291
Canagliflozin,CVCL_1097,2291
Adenosine,CVCL_0028,2290
Capmatinib,CVCL_1693,2289
Oxaprozin,CVCL_1239,2289
Sunitinib,CVCL_0366,2289
Ribociclib,CVCL_1098,2288
Glycyrrhizic acid,CVCL_1547,2288
DT-061,CVCL_1724,2288
Menadione,CVCL_0397,2288
Ixazomib,CVCL_0366,2287
Imiquimod (maleate),CVCL_1056,2286
Dexmedetomidine,CVCL_0179,2286
SBI-0640756,CVCL_1550,2286
TAK-733,CVCL_0332,2284
DT-061,CVCL_0334,2283
Ferulic acid,CVCL_1097,2283
MK-3903,CVCL_1731,2283
Hydroxyfasudil,CVCL_1724,2283
Fostamatinib (disodium hexahydrate),CVCL_1098,2282
Vandetanib,CVCL_0179,2281
Thymopentin,CVCL_C466,2281
Canagliflozin,CVCL_0218,2281
Cobimetinib,CVCL_1055,2280
LJI308,CVCL_C466,2280
Tolmetin,CVCL_1724,2279
Ferulic acid,CVCL_0218,2279
TAK-901,CVCL_0366,2279
Arbutin,CVCL_0179,2277
PF-06260933,CVCL_1239,2277
Belumosudil (mesylate),CVCL_1693,2277
Cobimetinib,CVCL_0397,2276
AZD1390,CVCL_0292,2275
Hydroxyurea,CVCL_1731,2275
NVP-BHG712,CVCL_1055,2275
Doxorubicin (hydrochloride),CVCL_0504,2274
AZD-7648,CVCL_0366,2274
CP21R7,CVCL_1731,2273
MK-3903,CVCL_1495,2273
Irinotecan,CVCL_1239,2273
vincristine,CVCL_1381,2272
Belzutifan,CVCL_1119,2272
Methylprednisolone succinate,CVCL_C466,2271
Allopurinol,CVCL_1125,2271
Pemetrexed,CVCL_1097,2271
palbociclib,CVCL_1094,2270
Vismodegib,CVCL_1517,2270
(S)-Crizotinib,CVCL_1724,2270
Bergenin,CVCL_0028,2269
Carbamazepine,CVCL_1239,2268
BI-3406,CVCL_1239,2268
Digitoxin,CVCL_C466,2267
Pemetrexed,CVCL_0332,2267
Plicamycin,CVCL_1098,2267
Digitoxin,CVCL_0218,2265
Thymol,CVCL_0292,2262
Digitoxin,CVCL_1478,2262
Resveratrol,CVCL_0099,2262
Elagolix sodium,CVCL_0099,2262
Erlotinib,CVCL_1724,2261
Hesperidin,CVCL_1094,2261
Epirubicin (hydrochloride),CVCL_0504,2260
Brivudine,CVCL_0069,2260
Entrectinib,CVCL_1724,2260
Arbutin,CVCL_1239,2260
Rucaparib (phosphate),CVCL_1724,2260
Monocrotaline,CVCL_0179,2260
NVP-BHG712,CVCL_0292,2259
Crizotinib (hydrochloride),CVCL_1098,2259
Valdecoxib,CVCL_1239,2257
Ixazomib citrate,CVCL_0179,2257
Doxorubicin (hydrochloride),CVCL_0218,2257
Bortezomib,CVCL_0179,2257
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0099,2256
Fluvoxamine,CVCL_1517,2256
Penfluridol,CVCL_1097,2256
NG25,CVCL_0332,2256
MK-3903,CVCL_1547,2256
AZD-7648,CVCL_1094,2256
Infigratinib,CVCL_1693,2255
Trimetrexate,CVCL_1239,2254
Homoharringtonine,CVCL_0069,2254
Glycyrrhizic acid,CVCL_0504,2253
Busulfan,CVCL_0099,2253
Ferulic acid,CVCL_1094,2253
venetoclax,CVCL_0069,2252
Erdafitinib,CVCL_1547,2252
Crizotinib (hydrochloride),CVCL_1724,2251
Tazarotene,CVCL_1724,2250
Sunitinib,CVCL_0218,2249
BI-78D3,CVCL_1055,2249
Pioglitazone,CVCL_1724,2249
Tucidinostat,CVCL_0028,2249
Bimiralisib,CVCL_0334,2249
Canagliflozin,CVCL_0292,2248
Bestatin (hydrochloride),CVCL_1724,2248
Belumosudil (mesylate),CVCL_0069,2247
Glasdegib,CVCL_1125,2247
Encorafenib,CVCL_1693,2247
Megestrol,CVCL_0028,2246
Carbamazepine,CVCL_0366,2245
Saquinavir,CVCL_1666,2244
Cinacalcet,CVCL_1098,2244
Norepinephrine (hydrochloride),CVCL_0099,2243
Panobinostat,CVCL_1098,2242
Docetaxel (Trihydrate),CVCL_0218,2242
(R)-Verapamil (hydrochloride),CVCL_0028,2242
Bestatin,CVCL_1724,2241
ML264,CVCL_1693,2241
Carbamazepine,CVCL_1517,2240
Arbutin,CVCL_C466,2240
Ligustrazine,CVCL_C466,2240
Hydroxyurea,CVCL_1666,2240
Bortezomib,CVCL_1056,2239
Bimiralisib,CVCL_1724,2238
Cinacalcet,CVCL_1724,2238
AZD-8055,CVCL_1239,2237
Dihydroartemisinin,CVCL_0179,2237
SBI-0640756,CVCL_1381,2237
Digitoxin,CVCL_1517,2237
Sinomenine,CVCL_1239,2237
Simotinib,CVCL_0397,2236
Ligustrazine,CVCL_1239,2235
Bexarotene,CVCL_1098,2235
Mozavaptan,CVCL_0332,2235
Piroxicam,CVCL_1098,2235
crizotinib,CVCL_1239,2234
AZD-7648,CVCL_1495,2233
Cobimetinib,CVCL_0292,2233
Loperamide (hydrochloride),CVCL_1724,2233
Ouabain (Octahydrate),CVCL_1125,2232
Lidocaine (hydrochloride),CVCL_1094,2232
MK-3903,CVCL_0218,2232
Demeclocycline,CVCL_1239,2232
Celecoxib,CVCL_1495,2230
Auranofin,CVCL_1094,2229
Erdafitinib,CVCL_1635,2229
Doxorubicin (hydrochloride),CVCL_1666,2229
Altretamine,CVCL_1239,2227
5-Azacytidine,CVCL_0179,2227
Epirubicin (hydrochloride),CVCL_1666,2226
Ixazomib,CVCL_1693,2226
Minodronic acid,CVCL_0099,2226
SBI-0640756,CVCL_1056,2226
Ribociclib,CVCL_1724,2226
HI-TOPK-032,CVCL_0069,2225
Delamanid,CVCL_1724,2225
Menadione,CVCL_0131,2225
Encorafenib,CVCL_1055,2225
Brivudine,CVCL_1693,2225
Pyridoxine,CVCL_1239,2222
Torkinib,CVCL_1724,2222
Nimesulide,CVCL_C466,2222
Hydroxyurea,CVCL_1094,2222
LY-2584702 (tosylate salt),CVCL_0397,2221
Celecoxib,CVCL_C466,2221
Encorafenib,CVCL_0334,2219
Erythromycin,CVCL_1517,2218
Doxorubicin (hydrochloride),CVCL_0069,2218
Valdecoxib,CVCL_0366,2218
Orlistat,CVCL_0179,2217
Clobetasol propionate,CVCL_1517,2217
Lenalidomide (hemihydrate),CVCL_0334,2216
9-ING-41,CVCL_0334,2215
Ranolazine,CVCL_1724,2215
Digitoxin,CVCL_1547,2215
Ornidazole,CVCL_1125,2214
Fingolimod (hydrochloride),CVCL_1724,2213
Doxycycline (monohydrate),CVCL_1731,2213
LJI308,CVCL_1731,2213
PH-797804,CVCL_0069,2211
Hesperidin,CVCL_1239,2211
Orlistat,CVCL_1517,2210
Busulfan,CVCL_1239,2209
XRK3F2,CVCL_1094,2209
Vortioxetine,CVCL_0179,2207
ULK-101,CVCL_1495,2207
Infigratinib,CVCL_1724,2207
Omeprazole,CVCL_1125,2207
Olanzapine,CVCL_0028,2206
PH-797804,CVCL_1094,2206
Naproxen,CVCL_0028,2206
Indacaterol (maleate),CVCL_1724,2206
γ-Oryzanol,CVCL_1724,2206
Belzutifan,CVCL_0359,2205
EX229,CVCL_1055,2205
Nimesulide,CVCL_1517,2204
NG25,CVCL_1666,2203
Ligustrazine,CVCL_0366,2203
AZD2858,CVCL_1381,2203
Larotrectinib,CVCL_0028,2203
MK-8353,CVCL_0069,2203
Malotilate,CVCL_1098,2202
Thymopentin,CVCL_0179,2200
Dexamethasone,CVCL_1724,2199
Capmatinib,CVCL_1055,2198
Rimonabant (Hydrochloride),CVCL_1724,2197
Penfluridol,CVCL_1055,2196
ULK-101,CVCL_0366,2196
Orlistat,CVCL_0366,2195
Cyclosporin A,CVCL_1724,2195
Homoharringtonine,CVCL_0332,2195
LJI308,CVCL_0332,2195
Pitavastatin (Calcium),CVCL_1635,2194
Clofarabine,CVCL_1731,2193
Edoxaban (tosylate monohydrate),CVCL_1125,2193
PF-06260933,CVCL_1724,2192
Monocrotaline,CVCL_0366,2191
Erdafitinib,CVCL_C466,2189
Pemetrexed,CVCL_1731,2189
Pentoxifylline,CVCL_1724,2189
ULK-101,CVCL_1731,2189
Hydroxyfasudil,CVCL_1239,2188
MK-8353,CVCL_0334,2188
Finasteride,CVCL_0179,2187
Ralimetinib dimesylate,CVCL_1239,2187
Torkinib,CVCL_0428,2185
Rucaparib (phosphate),CVCL_1098,2183
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0292,2183
Ipatasertib,CVCL_1098,2182
Thymol,CVCL_0334,2182
Peretinoin,CVCL_1517,2181
Dorzolamide (hydrochloride),CVCL_0179,2181
Capmatinib,CVCL_0428,2181
ERK5-IN-2,CVCL_0334,2180
Roxadustat,CVCL_1094,2179
Demeclocycline,CVCL_0099,2178
Rapamycin,CVCL_0028,2178
9-ING-41,CVCL_1693,2178
Darolutamide,CVCL_1098,2177
Erdafitinib,CVCL_0359,2177
Celecoxib,CVCL_0366,2177
Sacubitril/Valsartan,CVCL_1724,2175
Temsirolimus,CVCL_1239,2175
Ferulic acid,CVCL_1731,2174
Asciminib,CVCL_1098,2173
Simotinib,CVCL_1731,2173
Adagrasib,CVCL_1715,2172
Sinomenine,CVCL_0028,2171
Doxorubicin (hydrochloride),CVCL_1094,2171
Asciminib,CVCL_1724,2170
Tetracycline (hydrochloride),CVCL_1724,2169
BI-78D3,CVCL_1724,2168
LJI308,CVCL_1495,2167
BAY1125976,CVCL_0218,2167
Bimiralisib,CVCL_0428,2167
Phenytoin (sodium),CVCL_C466,2166
Elimusertib hydrochloride,CVCL_0218,2166
Imiquimod (maleate),CVCL_0359,2166
Pemigatinib,CVCL_0397,2165
Indacaterol (maleate),CVCL_1098,2164
Pemetrexed,CVCL_1547,2164
Acetohexamide,CVCL_0099,2163
AZD-7648,CVCL_0179,2163
Trifluridine,CVCL_0099,2163
NVP-BHG712,CVCL_0069,2162
Ixazomib,CVCL_1724,2162
Cobimetinib,CVCL_0099,2162
Cilostazol,CVCL_1125,2162
Decitabine,CVCL_1097,2160
Bosentan (hydrate),CVCL_C466,2160
Tomivosertib,CVCL_1693,2160
CP21R7,CVCL_0366,2159
Vismodegib,CVCL_1239,2159
Menadione,CVCL_0152,2159
Pemigatinib,CVCL_1717,2158
Simotinib,CVCL_0099,2158
Pimitespib,CVCL_0069,2158
Ataluren,CVCL_1125,2157
Medroxyprogesterone acetate,CVCL_1239,2156
AZD2858,CVCL_1547,2155
NG25,CVCL_0069,2154
18β-Glycyrrhetinic acid,CVCL_1724,2154
Bisoprolol (hemifumarate),CVCL_0218,2154
Pimozide,CVCL_1239,2154
Belumosudil (mesylate),CVCL_0334,2154
Encorafenib,CVCL_0428,2153
Capivasertib,CVCL_1693,2153
Roxadustat,CVCL_0366,2152
Belzutifan,CVCL_0397,2152
Simotinib,CVCL_1666,2152
Dinaciclib,CVCL_1550,2151
Niclosamide (olamine),CVCL_1724,2150
Harringtonine,CVCL_0504,2150
vincristine,CVCL_C466,2147
Ivermectin,CVCL_1724,2147
Zileuton,CVCL_1098,2146
Menadione,CVCL_0099,2146
Idarubicin (hydrochloride),CVCL_0069,2145
Niclosamide (olamine),CVCL_0179,2145
Monocrotaline,CVCL_1239,2145
ULK-101,CVCL_0332,2145
AZD1390,CVCL_0069,2145
Temsirolimus,CVCL_0099,2144
NVP-BHG712,CVCL_0428,2144
Resveratrol,CVCL_1239,2144
Vilanterol,CVCL_0334,2143
IQ 1,CVCL_0179,2143
Methyl aminolevulinate (hydrochloride),CVCL_1125,2143
Bentamapimod,CVCL_0292,2143
Tetracycline (hydrochloride),CVCL_1098,2142
Betamethasone dipropionate,CVCL_C466,2142
Hesperidin,CVCL_C466,2141
NG25,CVCL_1055,2141
Penfluridol,CVCL_1731,2140
ERK5-IN-2,CVCL_0428,2139
Pitavastatin (Calcium),CVCL_0152,2139
Esmolol (hydrochloride),CVCL_1125,2138
Doxorubicin (hydrochloride),CVCL_1055,2138
Daptomycin,CVCL_1724,2137
Fostamatinib (disodium hexahydrate),CVCL_1724,2137
Belzutifan,CVCL_1717,2136
Fluvoxamine,CVCL_1239,2136
Mitoxantrone (dihydrochloride),CVCL_1724,2136
Altretamine,CVCL_1517,2135
Elagolix sodium,CVCL_0028,2135
Sildenafil,CVCL_1724,2135
Volasertib,CVCL_1693,2135
Rutin (trihydrate),CVCL_1724,2135
HI-TOPK-032,CVCL_0332,2134
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0218,2132
Simotinib,CVCL_0152,2130
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0099,2129
Larotrectinib,CVCL_0099,2129
Cilostazol,CVCL_1724,2127
9-ING-41,CVCL_1239,2126
Belumosudil (mesylate),CVCL_1724,2125
IQ 1,CVCL_0332,2125
NG25,CVCL_1094,2124
Adagrasib,CVCL_1577,2123
Temuterkib,CVCL_1693,2123
Phenytoin (sodium),CVCL_0179,2123
BI-3406,CVCL_0069,2120
AZD2858,CVCL_1097,2120
Pitavastatin (Calcium),CVCL_0292,2119
Homoharringtonine,CVCL_1094,2119
Erythromycin,CVCL_0179,2119
Alpelisib,CVCL_0292,2118
Simotinib,CVCL_1547,2118
Procainamide (hydrochloride),CVCL_1547,2118
Bosentan (hydrate),CVCL_0366,2118
palbociclib,CVCL_1055,2118
Bentamapimod,CVCL_0428,2118
EX229,CVCL_0428,2117
Gallic acid (hydrate),CVCL_1239,2117
LY-2584702 (tosylate salt),CVCL_1119,2117
Capmatinib,CVCL_0069,2116
Nimesulide,CVCL_1239,2116
Sunitinib,CVCL_1055,2116
Mifepristone,CVCL_0179,2115
Tolcapone,CVCL_0028,2114
Roxadustat,CVCL_1239,2114
Bicalutamide,CVCL_0028,2113
Pravastatin (sodium),CVCL_0028,2112
Pimitespib,CVCL_1055,2112
Ropivacaine (hydrochloride monohydrate),CVCL_0099,2111
Belzutifan,CVCL_1097,2111
Tofacitinib,CVCL_0099,2111
AZD2858,CVCL_1717,2109
Bentamapimod,CVCL_0069,2108
Torkinib,CVCL_0334,2107
ML264,CVCL_1239,2106
Ferulic acid,CVCL_1547,2106
Neratinib,CVCL_0179,2106
Bosentan (hydrate),CVCL_1517,2103
Palmatine (chloride),CVCL_0028,2103
Thymopentin,CVCL_1517,2103
AZD1390,CVCL_1724,2102
Temuterkib,CVCL_0428,2102
Pemigatinib,CVCL_0359,2101
vincristine,CVCL_0366,2101
Cobimetinib,CVCL_1666,2100
L-Thyroxine (sodium salt pentahydrate),CVCL_1724,2099
Futibatinib,CVCL_1724,2099
Pemigatinib,CVCL_1478,2099
Voriconazole,CVCL_1098,2098
Epirubicin (hydrochloride),CVCL_0131,2098
Belinostat,CVCL_0179,2097
Sivelestat (sodium tetrahydrate),CVCL_1724,2096
Canagliflozin,CVCL_0099,2096
Pitavastatin (Calcium),CVCL_1717,2095
Tolmetin,CVCL_1098,2095
TAK-901,CVCL_0332,2095
Ritonavir,CVCL_1239,2095
Acetazolamide,CVCL_0179,2093
Penfluridol,CVCL_0332,2092
Sunitinib,CVCL_1239,2092
IQ 1,CVCL_1094,2090
Thymopentin,CVCL_0366,2090
Triamcinolone,CVCL_1239,2089
Radotinib,CVCL_1239,2089
LJI308,CVCL_0218,2088
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1094,2087
Celecoxib,CVCL_0179,2087
Lidocaine (hydrochloride),CVCL_1666,2087
Neratinib,CVCL_1724,2086
Bimatoprost,CVCL_0028,2085
Bicalutamide,CVCL_1125,2084
Decitabine,CVCL_0218,2083
TAK-733,CVCL_1693,2082
Bimatoprost,CVCL_0099,2082
Entecavir (monohydrate),CVCL_1125,2082
ERK5-IN-2,CVCL_1724,2082
Encorafenib,CVCL_1239,2080
Darinaparsin,CVCL_0099,2080
AZD-7648,CVCL_0332,2079
vincristine,CVCL_1635,2078
Osimertinib (mesylate),CVCL_0179,2078
venetoclax,CVCL_1239,2078
Vismodegib,CVCL_0366,2078
AZD-7648,CVCL_0292,2077
Rimonabant (Hydrochloride),CVCL_1098,2076
Carbidopa (monohydrate),CVCL_1125,2076
Oxaliplatin,CVCL_0099,2075
CP21R7,CVCL_0069,2075
AZD2858,CVCL_0359,2075
MK-8353,CVCL_1055,2074
GSK1059615,CVCL_1094,2072
Temuterkib,CVCL_1724,2072
Bortezomib,CVCL_1731,2072
Sonidegib,CVCL_1098,2071
Belzutifan,CVCL_1056,2071
Epirubicin (hydrochloride),CVCL_C466,2071
Betamethasone dipropionate,CVCL_0366,2070
Tofacitinib (citrate),CVCL_0099,2070
Selinexor,CVCL_0028,2068
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1731,2068
Lenalidomide (hemihydrate),CVCL_1724,2068
LJI308,CVCL_0179,2067
Gallic acid (hydrate),CVCL_0099,2067
Menadione,CVCL_0292,2063
NVP-BHG712,CVCL_1693,2063
Anastrozole,CVCL_0028,2062
Alpelisib,CVCL_0069,2061
γ-Oryzanol,CVCL_1098,2061
ULK-101,CVCL_C466,2061
Almonertinib (hydrochloride),CVCL_1724,2061
EX229,CVCL_0292,2061
Menadione,CVCL_1097,2060
Fluvoxamine,CVCL_0366,2059
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1547,2059
Oleic acid,CVCL_1239,2059
Estrone sulfate (potassium),CVCL_1098,2059
Saquinavir,CVCL_1693,2058
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_0332,2058
Canagliflozin,CVCL_1517,2058
Ciclopirox,CVCL_1239,2057
Alpelisib,CVCL_1055,2057
venetoclax,CVCL_1055,2057
Fluvoxamine (maleate),CVCL_0099,2056
SBI-0640756,CVCL_0371,2055
TAK-901,CVCL_0292,2055
Allantoin,CVCL_0334,2054
Hydroxyurea,CVCL_0332,2054
TAK-733,CVCL_0179,2054
HI-TOPK-032,CVCL_1693,2054
Aliskiren,CVCL_0028,2054
Imiquimod (maleate),CVCL_1717,2052
Acetohexamide,CVCL_1239,2051
Furosemide,CVCL_0028,2050
Apalutamide,CVCL_1098,2050
Vitamin K4,CVCL_1098,2050
Decitabine,CVCL_0292,2050
Aprepitant,CVCL_1724,2049
Thymopentin,CVCL_1239,2049
Menadione,CVCL_1055,2049
LB-100,CVCL_1239,2049
BI-78D3,CVCL_0069,2049
5-Azacytidine,CVCL_1239,2048
LJI308,CVCL_0366,2048
Bortezomib,CVCL_1098,2047
Bisoprolol (hemifumarate),CVCL_0366,2047
AZD2858,CVCL_0397,2046
Thymol,CVCL_1724,2045
Brivudine,CVCL_1239,2044
ETC-206,CVCL_1239,2044
palbociclib,CVCL_0069,2043
Bentamapimod,CVCL_1724,2043
Canagliflozin,CVCL_0366,2043
ULK-101,CVCL_1055,2042
TAK-901,CVCL_1381,2040
Altretamine,CVCL_0366,2040
Belzutifan,CVCL_C466,2040
Celecoxib,CVCL_0332,2040
Tofacitinib (citrate),CVCL_0028,2039
Finasteride,CVCL_C466,2038
Vitamin K4,CVCL_1724,2037
Elimusertib hydrochloride,CVCL_0428,2037
Bentamapimod,CVCL_0334,2036
Capmatinib,CVCL_1724,2035
TAK-901,CVCL_1495,2035
Larotrectinib sulfate,CVCL_1724,2034
Dimethyl fumarate,CVCL_1125,2034
Hydroxyurea,CVCL_1547,2034
Vortioxetine,CVCL_1724,2033
Vismodegib,CVCL_0179,2032
Pitavastatin (Calcium),CVCL_1094,2032
CP21R7,CVCL_0332,2032
Imiquimod (maleate),CVCL_1635,2031
palbociclib,CVCL_0334,2031
Menadione,CVCL_1731,2031
Vinblastine (sulfate),CVCL_0099,2031
SBI-0640756,CVCL_0397,2031
Orlistat,CVCL_C466,2029
Nimesulide,CVCL_0179,2028
Tomivosertib,CVCL_1239,2028
Imiquimod (maleate),CVCL_1055,2028
Sacubitril/Valsartan,CVCL_1098,2027
GSK1059615,CVCL_0428,2027
Bimatoprost,CVCL_1239,2027
IQ 1,CVCL_0366,2026
Cabozantinib (S-malate),CVCL_1098,2026
Triamcinolone,CVCL_0099,2026
Pioglitazone,CVCL_1098,2025
APTO-253,CVCL_1239,2025
Filgotinib,CVCL_0028,2024
Imiquimod (maleate),CVCL_0152,2024
Ropivacaine (hydrochloride monohydrate),CVCL_1239,2023
XRK3F2,CVCL_0292,2022
Selinexor,CVCL_1239,2022
Phenytoin (sodium),CVCL_1517,2022
Sacubitril/Valsartan,CVCL_1125,2022
SBI-0640756,CVCL_1478,2021
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1097,2021
Lonafarnib,CVCL_0099,2020
AZD2858,CVCL_1478,2019
Indacaterol (maleate),CVCL_1125,2017
Bisoprolol (hemifumarate),CVCL_0099,2017
Celecoxib,CVCL_1055,2017
XRK3F2,CVCL_1055,2017
AZD1390,CVCL_0428,2016
Sodium Salicylate,CVCL_0028,2015
Fluvoxamine (maleate),CVCL_1239,2015
Bisoprolol (hemifumarate),CVCL_1094,2014
Omeprazole,CVCL_0028,2013
Clonidine (hydrochloride),CVCL_1125,2012
LY-2584702 (tosylate salt),CVCL_0504,2011
ULK-101,CVCL_0179,2010
palbociclib,CVCL_1724,2010
Azithromycin (hydrate),CVCL_0099,2010
Lucanthone,CVCL_1125,2009
Aspirin,CVCL_1098,2009
Diammonium Glycyrrhizinate,CVCL_0028,2008
Mebendazole,CVCL_1098,2008
MK-3903,CVCL_0366,2007
Alpelisib,CVCL_0334,2007
Everolimus,CVCL_0028,2007
Fulvestrant,CVCL_1125,2005
EX229,CVCL_1724,2004
Fedratinib (hydrochloride hydrate),CVCL_1724,2004
Vortioxetine,CVCL_1098,2004
Pitavastatin (Calcium),CVCL_1495,2003
Celecoxib,CVCL_1731,2002
Clofarabine,CVCL_0332,2002
MK-3903,CVCL_1098,2001
ERK5-IN-2,CVCL_1239,2001
Busulfan,CVCL_0028,1999
Clofarabine,CVCL_1547,1999
Rucaparib (phosphate),CVCL_1125,1997
LY-2584702 (tosylate salt),CVCL_1717,1997
AZD2858,CVCL_1056,1997
PH-797804,CVCL_1693,1996
Bendamustine,CVCL_1517,1995
Doxycycline (monohydrate),CVCL_0332,1994
Belzutifan,CVCL_1381,1994
Tadalafil,CVCL_1724,1993
CP21R7,CVCL_0292,1992
Bimiralisib,CVCL_0069,1991
vincristine,CVCL_1098,1990
Bisoprolol (hemifumarate),CVCL_1517,1990
Imiquimod (maleate),CVCL_0069,1990
Pemigatinib,CVCL_1381,1988
Sildenafil,CVCL_1098,1988
Roxadustat,CVCL_0179,1987
Doxycycline (monohydrate),CVCL_0179,1987
Lactate (calcium),CVCL_1098,1987
Captopril,CVCL_1125,1986
Mebendazole,CVCL_1724,1985
Sunitinib,CVCL_0099,1985
Ouabain (Octahydrate),CVCL_0028,1985
BI-78D3,CVCL_0428,1984
Fluvoxamine,CVCL_1724,1983
Digitoxin,CVCL_1098,1983
EX229,CVCL_0179,1982
Dabrafenib,CVCL_0099,1982
5-Fluorouracil,CVCL_1098,1981
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1666,1981
Pitavastatin (Calcium),CVCL_0359,1981
LY-2584702 (tosylate salt),CVCL_1097,1981
Belumosudil (mesylate),CVCL_0428,1980
Capivasertib,CVCL_1239,1980
Elimusertib hydrochloride,CVCL_0334,1979
OTS514,CVCL_0428,1978
MK-8353,CVCL_1693,1978
Clotrimazole,CVCL_0028,1977
vincristine,CVCL_1547,1976
Doxycycline (monohydrate),CVCL_1547,1975
